,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
15,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
16,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
17,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
18,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
19,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
20,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
21,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
22,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
23,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
24,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
25,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
26,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
27,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
28,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
29,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
30,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
31,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
32,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
33,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
34,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
35,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
36,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
37,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
38,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
39,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
40,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
41,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
42,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
43,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
44,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
45,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
46,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
47,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
48,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
49,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
50,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
51,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
52,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
53,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
54,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
55,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
56,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
57,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
58,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
59,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
60,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
61,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
62,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
63,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
64,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
65,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
66,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
67,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
68,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
69,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
70,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
71,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
72,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
73,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
74,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
75,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
76,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
77,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
78,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
79,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
80,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
81,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
82,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
83,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
84,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
85,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
86,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
87,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
88,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
89,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
90,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
91,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
92,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
93,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
94,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
95,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0,40.095,2690.751,12341.872,744.578,634.578,430.443,863.947,589.5,4843.054,36.355,43.57,0.0,0.851,589.018,0.482,3.0
